field-0	field-1	field-2	field-3	field-4	field-5	field-6	field-7	field-8	field-9	field-10	field-11	field-12	field-13	field-14	field-15	field-16	field-17	field-18	field-19	field-20	field-21
-3102749411604816509	notional-182	phase2	0	0	3928	0	0	338	15958	864	0	1629	1841	0	42795	2705	0	48690	5	0	90
-5730854920065344944	notional-182	phase0	3228	0	24498	98	0	1993	79918	83	0	200	1631	0	86709	5040	0	113400	4	0	90
-5730854920065344944	notional-182	phase4	132	0	942	0	0	93	4125	0	0	0	0	0	1935	132	0	2970	4	0	90
-5730854920065344944	notional-182	phase3	480	0	3888	0	0	338	15000	0	0	0	0	0	6574	480	0	10800	4	0	90
-5730854920065344944	notional-182	phase5	192	0	1723	0	0	80	5769	0	0	0	0	0	2517	192	0	4320	4	0	90
-5730854920065344944	notional-182	phase1	1708	0	11781	50	0	1168	69705	0	0	0	1314	0	56171	3072	0	69120	4	0	90
-5730854920065344944	notional-182	phase2	0	0	4220	0	0	345	15958	558	0	2540	1606	0	41585	2164	0	48690	4	0	90
2566739627252072598	notional-182	phase0	2622	0	25579	90	0	1980	79918	0	0	0	1068	0	85841	3780	0	113400	3	0	90
2566739627252072598	notional-182	phase4	99	0	741	0	0	227	4125	0	0	0	0	0	2002	99	0	2970	3	0	90
2566739627252072598	notional-182	phase3	360	0	3028	0	0	355	15000	0	0	0	0	0	7417	360	0	10800	3	0	90
2566739627252072598	notional-182	phase5	144	0	1311	0	0	17	5769	0	0	0	0	0	2992	144	0	4320	3	0	90
2566739627252072598	notional-182	phase1	1080	0	10551	9	0	832	69705	0	0	0	1215	0	57737	2304	0	69120	3	0	90
2566739627252072598	notional-182	phase2	0	0	3954	0	0	320	15958	648	0	2780	975	0	41636	1623	0	48690	3	0	90
-337562467329130507	notional-182	phase0	1393	0	25567	60	0	2240	79918	16	0	14	1051	0	85579	2520	0	113400	2	0	90
-337562467329130507	notional-182	phase4	66	0	587	0	0	33	4125	0	0	0	0	0	2350	66	0	2970	2	0	90
-337562467329130507	notional-182	phase3	240	0	2897	0	0	227	15000	0	0	0	0	0	7676	240	0	10800	2	0	90
-337562467329130507	notional-182	phase5	96	0	1360	0	0	20	5769	0	0	0	0	0	2940	96	0	4320	2	0	90
-337562467329130507	notional-182	phase1	1062	0	11759	30	0	958	69705	0	0	0	444	0	56403	1536	0	69120	2	0	90
-337562467329130507	notional-182	phase2	0	0	4874	0	0	330	15958	216	0	5915	866	0	37571	1082	0	48690	2	0	90
-8858010841642201314	notional-182	phase0	765	0	25074	30	0	2101	79918	0	0	0	465	0	86225	1260	0	113400	1	0	90
-8858010841642201314	notional-182	phase4	33	0	744	0	0	142	4125	0	0	0	0	0	2084	33	0	2970	1	0	90
-8858010841642201314	notional-182	phase3	120	0	3459	0	0	268	15000	0	0	0	0	0	7073	120	0	10800	1	0	90
-8858010841642201314	notional-182	phase5	48	0	1314	0	0	72	5769	0	0	0	0	0	2934	48	0	4320	1	0	90
-8858010841642201314	notional-182	phase1	469	0	11339	30	0	1006	69705	0	0	0	269	0	56775	768	0	69120	1	0	90
-8858010841642201314	notional-182	phase2	0	0	3703	0	0	310	15958	80	0	2155	461	0	42522	541	0	48690	1	0	90
-7991940167627768819	notional-182	phase0	0	0	25056	0	0	1962	79918	0	0	17	0	0	86365	0	0	113400	0	0	90
-7991940167627768819	notional-182	phase4	0	0	984	0	0	90	4125	0	0	0	0	0	1896	0	0	2970	0	0	90
-7991940167627768819	notional-182	phase3	0	0	3847	0	0	453	15000	0	0	0	0	0	6500	0	0	10800	0	0	90
-7991940167627768819	notional-182	phase5	0	0	1372	0	0	60	5769	0	0	0	0	0	2888	0	0	4320	0	0	90
-7991940167627768819	notional-182	phase1	0	0	9951	0	0	883	69705	0	0	0	0	0	58286	0	0	69120	0	0	90
-7991940167627768819	notional-182	phase2	0	0	4052	0	0	320	15958	0	0	3216	0	0	41102	0	0	48690	0	0	90
-8433108053512352319	notional-183	phase0	2187	1370	0	60	120	0	12730	685	309	0	848	4501	0	3780	6300	0	3	5	0
-8433108053512352319	notional-183	phase4	99	19	0	0	0	0	792	0	0	0	0	146	0	99	165	0	3	5	0
-8433108053512352319	notional-183	phase3	360	120	0	0	0	0	2880	0	0	0	0	480	0	360	600	0	3	5	0
-8433108053512352319	notional-183	phase5	144	68	0	0	0	0	1110	0	0	0	0	172	0	144	240	0	3	5	0
-8433108053512352319	notional-183	phase1	1529	798	0	30	53	0	8088	0	0	0	745	2989	0	2304	3840	0	3	5	0
-8433108053512352319	notional-183	phase2	262	0	0	0	0	0	262	559	543	0	802	2162	0	1623	2705	0	3	5	0
-6368884642930035780	notional-183	phase0	1686	1485	0	60	121	0	12730	344	111	0	430	4583	0	2520	6300	0	2	5	0
-6368884642930035780	notional-183	phase4	66	19	0	0	29	0	792	0	0	0	0	117	0	66	165	0	2	5	0
-6368884642930035780	notional-183	phase3	240	139	0	0	0	0	2880	0	0	0	0	461	0	240	600	0	2	5	0
-6368884642930035780	notional-183	phase5	96	96	0	0	0	0	1110	0	0	0	0	144	0	96	240	0	2	5	0
-6368884642930035780	notional-183	phase1	761	416	0	30	53	0	8088	0	0	0	745	3371	0	1536	3840	0	2	5	0
-6368884642930035780	notional-183	phase2	0	103	0	0	0	0	262	367	627	0	715	1975	0	1082	2705	0	2	5	0
-1905600154579956040	notional-183	phase0	874	1240	0	30	120	0	12730	0	20	0	356	4920	0	1260	6300	0	1	5	0
-1905600154579956040	notional-183	phase4	33	52	0	0	0	0	792	0	0	0	0	113	0	33	165	0	1	5	0
-1905600154579956040	notional-183	phase3	120	376	0	0	3	0	2880	0	0	0	0	221	0	120	600	0	1	5	0
-1905600154579956040	notional-183	phase5	48	144	0	0	27	0	1110	0	0	0	0	69	0	48	240	0	1	5	0
-1905600154579956040	notional-183	phase1	360	583	0	3	57	0	8088	0	0	0	405	3200	0	768	3840	0	1	5	0
-1905600154579956040	notional-183	phase2	0	103	0	0	0	0	262	216	262	0	325	2340	0	541	2705	0	1	5	0
-5543539476749201479	notional-183	phase0	0	1295	0	0	126	0	12730	0	37	0	0	4842	0	0	6300	0	0	5	0
-5543539476749201479	notional-183	phase4	0	19	0	0	0	0	792	0	0	0	0	146	0	0	165	0	0	5	0
-5543539476749201479	notional-183	phase3	0	120	0	0	0	0	2880	0	0	0	0	480	0	0	600	0	0	5	0
-5543539476749201479	notional-183	phase5	0	59	0	0	0	0	1110	0	0	0	0	181	0	0	240	0	0	5	0
-5543539476749201479	notional-183	phase1	0	1142	0	0	104	0	8088	0	0	0	0	2594	0	0	3840	0	0	5	0
-5543539476749201479	notional-183	phase2	0	103	0	0	0	0	262	0	262	0	0	2340	0	0	2705	0	0	5	0
2347796939251486058	notional-184	phase0	0	0	69	0	0	0	6156	0	0	536	0	0	1915	0	0	2520	0	0	2
2347796939251486058	notional-184	phase4	0	0	66	0	0	0	396	0	0	0	0	0	0	0	0	66	0	0	2
2347796939251486058	notional-184	phase3	0	0	240	0	0	0	1440	0	0	0	0	0	0	0	0	240	0	0	2
2347796939251486058	notional-184	phase5	0	0	96	0	0	0	576	0	0	0	0	0	0	0	0	96	0	0	2
2347796939251486058	notional-184	phase1	0	0	199	0	0	60	6596	0	0	0	0	0	1277	0	0	1536	0	0	2
2347796939251486058	notional-184	phase2	0	0	0	0	0	0	1048	0	0	0	0	0	526	0	0	526	0	0	2
7536010871446365585	notional-185	phase0	1617	1797	3450	0	60	360	25624	327	206	245	1836	2977	11065	3780	5040	15120	3	4	12
7536010871446365585	notional-185	phase4	99	99	38	0	0	0	1617	0	0	0	0	33	358	99	132	396	3	4	12
7536010871446365585	notional-185	phase3	360	379	259	0	0	0	5880	0	0	0	0	101	1181	360	480	1440	3	4	12
7536010871446365585	notional-185	phase5	144	192	144	0	0	0	2373	0	0	0	0	0	432	144	192	576	3	4	12
7536010871446365585	notional-185	phase1	1080	1903	1273	9	30	114	30801	0	0	0	1215	1139	7829	2304	3072	9216	3	4	12
7536010871446365585	notional-185	phase2	0	40	1049	0	0	90	7125	648	76	228	975	2048	5125	1623	2164	6492	3	4	12
6966944177235181922	notional-185	phase0	1413	1892	3585	30	60	284	25624	154	208	441	923	2880	10810	2520	5040	15120	2	4	12
6966944177235181922	notional-185	phase4	66	99	52	0	0	39	1617	0	0	0	0	33	305	66	132	396	2	4	12
6966944177235181922	notional-185	phase3	240	360	161	0	0	30	5880	0	0	0	0	120	1249	240	480	1440	2	4	12
6966944177235181922	notional-185	phase5	96	144	96	0	0	0	2373	0	0	0	0	48	480	96	192	576	2	4	12
6966944177235181922	notional-185	phase1	720	1635	1421	6	0	88	30801	0	0	0	810	1437	7707	1536	3072	9216	2	4	12
6966944177235181922	notional-185	phase2	102	483	960	0	33	95	7125	330	148	194	650	1500	5243	1082	2164	6492	2	4	12
-1794752282986560532	notional-185	phase0	874	1453	3649	30	60	310	25624	0	0	102	356	3527	11059	1260	5040	15120	1	4	12
-1794752282986560532	notional-185	phase4	33	66	71	0	0	20	1617	0	0	0	0	66	305	33	132	396	1	4	12
-1794752282986560532	notional-185	phase3	120	240	398	0	0	0	5880	0	0	0	0	240	1042	120	480	1440	1	4	12
-1794752282986560532	notional-185	phase5	48	96	251	0	0	0	2373	0	0	0	0	96	325	48	192	576	1	4	12
-1794752282986560532	notional-185	phase1	360	1425	1701	3	30	136	30801	0	0	0	405	1617	7379	768	3072	9216	1	4	12
-1794752282986560532	notional-185	phase2	0	395	834	0	30	60	7125	216	137	376	325	1602	5222	541	2164	6492	1	4	12
1074933404061092441	notional-185	phase0	0	1739	3144	0	30	270	25624	0	308	491	0	2963	11215	0	5040	15120	0	4	12
1074933404061092441	notional-185	phase4	0	99	148	0	0	8	1617	0	0	0	0	33	240	0	132	396	0	4	12
1074933404061092441	notional-185	phase3	0	360	632	0	0	47	5880	0	0	0	0	120	761	0	480	1440	0	4	12
1074933404061092441	notional-185	phase5	0	144	288	0	0	35	2373	0	0	0	0	48	253	0	192	576	0	4	12
1074933404061092441	notional-185	phase1	0	1970	1248	0	30	159	30801	0	0	0	0	1072	7809	0	3072	9216	0	4	12
1074933404061092441	notional-185	phase2	0	142	632	0	0	60	7125	0	6	0	0	2016	5800	0	2164	6492	0	4	12
2691826567948938761	notional-186	phase0	574	8485	2925	0	583	194	16063	339	3523	1207	347	28989	12054	1260	41580	16380	1	33	13
2691826567948938761	notional-186	phase4	33	269	184	0	31	16	825	0	0	0	0	789	229	33	1089	429	1	33	13
2691826567948938761	notional-186	phase3	120	1077	761	0	24	22	3000	0	0	0	0	2859	777	120	3960	1560	1	33	13
2691826567948938761	notional-186	phase5	48	445	180	0	68	93	1179	0	0	0	0	1071	351	48	1584	624	1	33	13
2691826567948938761	notional-186	phase1	416	1652	483	30	189	90	12958	0	0	0	322	23503	9411	768	25344	9984	1	33	13
2691826567948938761	notional-186	phase2	0	715	269	0	30	30	1406	133	4494	937	408	12614	5797	541	17853	7033	1	33	13
-6946646186650170515	notional-186	phase0	0	7934	2813	0	476	185	16063	0	3929	2112	0	29241	11270	0	41580	16380	0	33	13
-6946646186650170515	notional-186	phase4	0	396	166	0	34	6	825	0	0	0	0	659	257	0	1089	429	0	33	13
-6946646186650170515	notional-186	phase3	0	1299	619	0	106	24	3000	0	0	0	0	2555	917	0	3960	1560	0	33	13
-6946646186650170515	notional-186	phase5	0	517	298	0	25	0	1179	0	0	0	0	1042	326	0	1584	624	0	33	13
-6946646186650170515	notional-186	phase1	0	1513	1419	0	195	190	12958	0	0	0	0	23636	8375	0	25344	9984	0	33	13
-6946646186650170515	notional-186	phase2	0	484	55	0	0	0	1406	0	4062	1089	0	13307	5889	0	17853	7033	0	33	13
6466953370033452402	notional-187	phase0	3265	0	22558	94	0	1800	81364	56	0	246	1625	0	77456	5040	0	102060	4	0	81
6466953370033452402	notional-187	phase4	132	0	635	0	0	128	4719	0	0	0	0	0	1910	132	0	2673	4	0	81
6466953370033452402	notional-187	phase3	480	0	2631	0	0	240	17160	0	0	0	0	0	6849	480	0	9720	4	0	81
6466953370033452402	notional-187	phase5	192	0	922	0	0	127	6654	0	0	0	0	0	2839	192	0	3888	4	0	81
6466953370033452402	notional-187	phase1	1621	0	8069	53	0	777	83275	0	0	0	1398	0	53362	3072	0	62208	4	0	81
6466953370033452402	notional-187	phase2	82	0	6097	0	0	460	18788	560	0	1779	1522	0	35485	2164	0	43821	4	0	81
4809957139262004407	notional-187	phase0	2409	0	23269	60	0	1782	81364	109	0	696	1202	0	76313	3780	0	102060	3	0	81
4809957139262004407	notional-187	phase4	99	0	424	0	0	155	4719	0	0	0	0	0	2094	99	0	2673	3	0	81
4809957139262004407	notional-187	phase3	360	0	1774	0	0	201	17160	0	0	0	0	0	7745	360	0	9720	3	0	81
4809957139262004407	notional-187	phase5	144	0	640	0	0	46	6654	0	0	0	0	0	3202	144	0	3888	3	0	81
4809957139262004407	notional-187	phase1	1502	0	8468	50	0	558	83275	0	0	0	752	0	53182	2304	0	62208	3	0	81
4809957139262004407	notional-187	phase2	403	0	6482	0	0	521	18788	512	0	2387	708	0	34431	1623	0	43821	3	0	81
-4423983871066431895	notional-187	phase0	1384	0	23055	60	0	1926	81364	7	0	5	1069	0	77074	2520	0	102060	2	0	81
-4423983871066431895	notional-187	phase4	66	0	451	0	0	112	4719	0	0	0	0	0	2110	66	0	2673	2	0	81
-4423983871066431895	notional-187	phase3	240	0	2387	0	0	189	17160	0	0	0	0	0	7144	240	0	9720	2	0	81
-4423983871066431895	notional-187	phase5	96	0	1030	0	0	22	6654	0	0	0	0	0	2836	96	0	3888	2	0	81
-4423983871066431895	notional-187	phase1	1084	0	8612	21	0	851	83275	0	0	0	431	0	52745	1536	0	62208	2	0	81
-4423983871066431895	notional-187	phase2	141	0	6374	0	0	600	18788	75	0	927	866	0	35920	1082	0	43821	2	0	81
4956626401469577758	notional-187	phase0	756	0	22436	30	0	1935	81364	40	0	622	434	0	77067	1260	0	102060	1	0	81
4956626401469577758	notional-187	phase4	33	0	664	0	0	24	4719	0	0	0	0	0	1985	33	0	2673	1	0	81
4956626401469577758	notional-187	phase3	120	0	2681	0	0	300	17160	0	0	0	0	0	6739	120	0	9720	1	0	81
4956626401469577758	notional-187	phase5	48	0	1263	0	0	41	6654	0	0	0	0	0	2584	48	0	3888	1	0	81
4956626401469577758	notional-187	phase1	478	0	9417	30	0	902	83275	0	0	0	260	0	51889	768	0	62208	1	0	81
4956626401469577758	notional-187	phase2	71	0	5990	0	0	559	18788	0	0	946	470	0	36326	541	0	43821	1	0	81
-4247966875168711167	notional-187	phase0	0	0	22410	0	0	1895	81364	0	0	749	0	0	77006	0	0	102060	0	0	81
-4247966875168711167	notional-187	phase4	0	0	584	0	0	118	4719	0	0	0	0	0	1971	0	0	2673	0	0	81
-4247966875168711167	notional-187	phase3	0	0	2793	0	0	229	17160	0	0	0	0	0	6698	0	0	9720	0	0	81
-4247966875168711167	notional-187	phase5	0	0	1259	0	0	55	6654	0	0	0	0	0	2574	0	0	3888	0	0	81
-4247966875168711167	notional-187	phase1	0	0	9163	0	0	932	83275	0	0	0	0	0	52113	0	0	62208	0	0	81
-4247966875168711167	notional-187	phase2	0	0	5487	0	0	465	18788	0	0	888	0	0	36981	0	0	43821	0	0	81
-7479637438938257408	notional-188	phase0	491	0	901	0	0	60	1395	262	0	998	507	0	4341	1260	0	6300	1	0	5
-7479637438938257408	notional-188	phase4	33	0	66	0	0	0	99	0	0	21	0	0	78	33	0	165	1	0	5
-7479637438938257408	notional-188	phase3	120	0	240	0	0	0	360	0	0	120	0	0	240	120	0	600	1	0	5
-7479637438938257408	notional-188	phase5	48	0	96	0	0	0	144	0	0	48	0	0	96	48	0	240	1	0	5
-7479637438938257408	notional-188	phase1	363	0	372	0	0	90	1649	0	0	17	405	0	3361	768	0	3840	1	0	5
-7479637438938257408	notional-188	phase2	0	0	0	0	0	0	262	0	0	0	263	0	1315	263	0	1315	1	0	5
-5596699114969833423	notional-188	phase0	0	0	1083	0	0	90	1395	0	0	705	0	0	4422	0	0	6300	0	0	5
-5596699114969833423	notional-188	phase4	0	0	66	0	0	0	99	0	0	0	0	0	99	0	0	165	0	0	5
-5596699114969833423	notional-188	phase3	0	0	240	0	0	0	360	0	0	0	0	0	360	0	0	600	0	0	5
-5596699114969833423	notional-188	phase5	0	0	96	0	0	0	144	0	0	0	0	0	144	0	0	240	0	0	5
-5596699114969833423	notional-188	phase1	0	0	190	0	0	52	1649	0	0	0	0	0	3598	0	0	3840	0	0	5
-5596699114969833423	notional-188	phase2	0	0	7	0	0	0	262	0	0	1	0	0	1307	0	0	1315	0	0	5
-5576266524259260806	notional-189	phase0	2622	0	0	90	0	0	12441	0	0	0	1068	0	0	3780	0	0	3	0	0
-5576266524259260806	notional-189	phase4	99	0	0	0	0	0	726	0	0	0	0	0	0	99	0	0	3	0	0
-5576266524259260806	notional-189	phase3	360	0	0	0	0	0	2640	0	0	0	0	0	0	360	0	0	3	0	0
-5576266524259260806	notional-189	phase5	144	0	0	0	0	0	993	0	0	0	0	0	0	144	0	0	3	0	0
-5576266524259260806	notional-189	phase1	1262	0	0	36	0	0	11840	0	0	0	1006	0	0	2304	0	0	3	0	0
-5576266524259260806	notional-189	phase2	405	0	0	0	0	0	2392	34	0	0	1184	0	0	1623	0	0	3	0	0
-5200705237591129008	notional-189	phase0	1748	0	0	60	0	0	12441	0	0	0	712	0	0	2520	0	0	2	0	0
-5200705237591129008	notional-189	phase4	66	0	0	0	0	0	726	0	0	0	0	0	0	66	0	0	2	0	0
-5200705237591129008	notional-189	phase3	240	0	0	0	0	0	2640	0	0	0	0	0	0	240	0	0	2	0	0
-5200705237591129008	notional-189	phase5	96	0	0	0	0	0	993	0	0	0	0	0	0	96	0	0	2	0	0
-5200705237591129008	notional-189	phase1	902	0	0	33	0	0	11840	0	0	0	601	0	0	1536	0	0	2	0	0
-5200705237591129008	notional-189	phase2	223	0	0	0	0	0	2392	0	0	0	859	0	0	1082	0	0	2	0	0
-8012915114614813951	notional-189	phase0	874	0	0	30	0	0	12441	0	0	0	356	0	0	1260	0	0	1	0	0
-8012915114614813951	notional-189	phase4	33	0	0	0	0	0	726	0	0	0	0	0	0	33	0	0	1	0	0
-8012915114614813951	notional-189	phase3	120	0	0	0	0	0	2640	0	0	0	0	0	0	120	0	0	1	0	0
-8012915114614813951	notional-189	phase5	48	0	0	0	0	0	993	0	0	0	0	0	0	48	0	0	1	0	0
-8012915114614813951	notional-189	phase1	542	0	0	3	0	0	11840	0	0	0	223	0	0	768	0	0	1	0	0
-8012915114614813951	notional-189	phase2	34	0	0	0	0	0	2392	0	0	0	507	0	0	541	0	0	1	0	0
-156546398586595962	notional-190	phase0	1325	0	3618	30	0	288	7912	453	0	905	712	0	11569	2520	0	16380	2	0	13
-156546398586595962	notional-190	phase4	66	0	56	0	0	42	462	0	0	0	0	0	331	66	0	429	2	0	13
-156546398586595962	notional-190	phase3	240	0	259	0	0	1	1680	0	0	0	0	0	1300	240	0	1560	2	0	13
-156546398586595962	notional-190	phase5	96	0	136	0	0	17	651	0	0	0	0	0	471	96	0	624	2	0	13
-156546398586595962	notional-190	phase1	794	0	1122	30	0	113	7186	0	0	0	712	0	8749	1536	0	9984	2	0	13
-156546398586595962	notional-190	phase2	0	0	464	0	0	60	1310	0	0	2	526	0	2893	526	0	3419	2	0	13
-3020436128258193125	notional-190	phase0	823	0	3610	30	0	173	7912	51	0	220	356	0	12377	1260	0	16380	1	0	13
-3020436128258193125	notional-190	phase4	33	0	142	0	0	46	462	0	0	0	0	0	241	33	0	429	1	0	13
-3020436128258193125	notional-190	phase3	120	0	294	0	0	110	1680	0	0	0	0	0	1156	120	0	1560	1	0	13
-3020436128258193125	notional-190	phase5	48	0	68	0	0	17	651	0	0	0	0	0	539	48	0	624	1	0	13
-3020436128258193125	notional-190	phase1	363	0	1201	0	0	120	7186	0	0	0	405	0	8663	768	0	9984	1	0	13
-3020436128258193125	notional-190	phase2	0	0	50	0	0	0	1310	0	0	2	263	0	3367	263	0	3419	1	0	13
-9190926607601935677	notional-190	phase0	0	0	3437	0	0	278	7912	0	0	822	0	0	11843	0	0	16380	0	0	13
-9190926607601935677	notional-190	phase4	0	0	137	0	0	0	462	0	0	0	0	0	292	0	0	429	0	0	13
-9190926607601935677	notional-190	phase3	0	0	488	0	0	60	1680	0	0	0	0	0	1012	0	0	1560	0	0	13
-9190926607601935677	notional-190	phase5	0	0	196	0	0	19	651	0	0	0	0	0	409	0	0	624	0	0	13
-9190926607601935677	notional-190	phase1	0	0	1537	0	0	166	7186	0	0	0	0	0	8281	0	0	9984	0	0	13
-9190926607601935677	notional-190	phase2	0	0	63	0	0	0	1310	0	0	3	0	0	3353	0	0	3419	0	0	13
-3992957075691771907	notional-191	phase0	491	1392	670	0	120	60	6748	413	826	1293	356	5222	4277	1260	7560	6300	1	6	5
-3992957075691771907	notional-191	phase4	33	33	7	0	0	0	462	0	0	0	0	165	158	33	198	165	1	6	5
-3992957075691771907	notional-191	phase3	120	199	130	0	0	0	1680	0	0	0	0	521	470	120	720	600	1	6	5
-3992957075691771907	notional-191	phase5	48	96	144	0	0	0	672	0	0	0	0	192	96	48	288	240	1	6	5
-3992957075691771907	notional-191	phase1	768	290	724	0	60	90	7882	0	0	0	0	4258	3026	768	4608	3840	1	6	5
-3992957075691771907	notional-191	phase2	262	50	126	0	0	0	1310	1	2	2	0	1526	1187	263	1578	1315	1	6	5
6806429598261418103	notional-191	phase0	0	1309	946	0	90	60	6748	0	751	824	0	5410	4470	0	7560	6300	0	6	5
6806429598261418103	notional-191	phase4	0	66	66	0	0	0	462	0	0	0	0	132	99	0	198	165	0	6	5
6806429598261418103	notional-191	phase3	0	228	183	0	30	30	1680	0	0	0	0	462	387	0	720	600	0	6	5
6806429598261418103	notional-191	phase5	0	96	96	0	0	0	672	0	0	0	0	192	144	0	288	240	0	6	5
6806429598261418103	notional-191	phase1	0	311	384	0	60	60	7882	0	0	0	0	4237	3396	0	4608	3840	0	6	5
6806429598261418103	notional-191	phase2	0	57	126	0	0	0	1310	0	3	2	0	1518	1187	0	1578	1315	0	6	5
-4923198096233463063	notional-192	phase0	1190	2363	2087	0	150	180	11225	435	582	1241	895	5725	9092	2520	8820	12600	2	7	10
-4923198096233463063	notional-192	phase4	66	66	60	0	0	0	693	0	0	0	0	165	270	66	231	330	2	7	10
-4923198096233463063	notional-192	phase3	240	259	467	0	0	0	2520	0	0	0	0	581	733	240	840	1200	2	7	10
-4923198096233463063	notional-192	phase5	96	144	198	0	0	21	840	0	0	0	0	192	261	96	336	480	2	7	10
-4923198096233463063	notional-192	phase1	761	1693	807	30	35	93	9457	0	0	0	745	3648	6780	1536	5376	7680	2	7	10
-4923198096233463063	notional-192	phase2	0	158	401	0	0	30	877	367	1287	361	715	2342	4618	1082	3787	5410	2	7	10
-5291286539011391969	notional-192	phase0	539	2396	2492	0	120	196	11225	281	535	1197	440	5769	8715	1260	8820	12600	1	7	10
-5291286539011391969	notional-192	phase4	33	99	85	0	0	14	693	0	0	0	0	132	231	33	231	330	1	7	10
-5291286539011391969	notional-192	phase3	120	269	411	0	30	30	2520	0	0	0	0	541	759	120	840	1200	1	7	10
-5291286539011391969	notional-192	phase5	48	96	192	0	0	0	840	0	0	0	0	240	288	48	336	480	1	7	10
-5291286539011391969	notional-192	phase1	360	1425	1004	3	30	96	9457	0	0	0	405	3921	6580	768	5376	7680	1	7	10
-5291286539011391969	notional-192	phase2	0	277	256	0	0	30	877	216	1144	463	325	2366	4661	541	3787	5410	1	7	10
-3262796829975487552	notional-192	phase0	0	1649	2316	0	60	165	11225	0	940	1514	0	6171	8605	0	8820	12600	0	7	10
-3262796829975487552	notional-192	phase4	0	151	66	0	0	15	693	0	0	0	0	80	249	0	231	330	0	7	10
-3262796829975487552	notional-192	phase3	0	607	212	0	0	30	2520	0	0	0	0	233	958	0	840	1200	0	7	10
-3262796829975487552	notional-192	phase5	0	288	172	0	0	0	840	0	0	0	0	48	308	0	336	480	0	7	10
-3262796829975487552	notional-192	phase1	0	1619	1246	0	93	125	9457	0	0	0	0	3664	6309	0	5376	7680	0	7	10
-3262796829975487552	notional-192	phase2	0	242	297	0	30	0	877	0	279	589	0	3236	4524	0	3787	5410	0	7	10
-938296532141283569	notional-193	phase0	0	1532	1485	0	120	127	6501	0	26	800	0	4622	5148	0	6300	7560	0	5	6
-938296532141283569	notional-193	phase4	0	33	23	0	0	0	363	0	0	0	0	132	175	0	165	198	0	5	6
-938296532141283569	notional-193	phase3	0	110	259	0	10	0	1320	0	0	0	0	480	461	0	600	720	0	5	6
-938296532141283569	notional-193	phase5	0	0	144	0	20	0	528	0	0	0	0	220	144	0	240	288	0	5	6
-938296532141283569	notional-193	phase1	0	0	914	0	0	120	5949	0	0	0	0	3840	3574	0	3840	4608	0	5	6
-938296532141283569	notional-193	phase2	0	87	103	0	0	0	524	0	820	566	0	1798	2577	0	2705	3246	0	5	6
479460637779489754	notional-194	phase0	0	1711	2248	0	113	150	6625	0	96	413	0	5640	8529	0	7560	11340	0	6	9
479460637779489754	notional-194	phase4	0	33	151	0	19	0	363	0	0	0	0	146	146	0	198	297	0	6	9
479460637779489754	notional-194	phase3	0	120	386	0	11	90	1320	0	0	0	0	589	604	0	720	1080	0	6	9
479460637779489754	notional-194	phase5	0	48	144	0	0	0	507	0	0	0	0	240	288	0	288	432	0	6	9
479460637779489754	notional-194	phase1	0	818	806	0	83	87	5521	0	0	0	0	3707	6019	0	4608	6912	0	6	9
479460637779489754	notional-194	phase2	0	25	25	0	0	0	1048	0	553	519	0	2668	4325	0	3246	4869	0	6	9
9218863350641848279	notional-195	phase0	0	0	330	0	0	0	3078	0	0	197	0	0	1993	0	0	2520	0	0	2
9218863350641848279	notional-195	phase4	0	0	66	0	0	0	198	0	0	0	0	0	0	0	0	66	0	0	2
9218863350641848279	notional-195	phase3	0	0	162	0	0	30	720	0	0	0	0	0	48	0	0	240	0	0	2
9218863350641848279	notional-195	phase5	0	0	48	0	0	0	288	0	0	0	0	0	48	0	0	96	0	0	2
9218863350641848279	notional-195	phase1	0	0	64	0	0	30	3298	0	0	0	0	0	1442	0	0	1536	0	0	2
9218863350641848279	notional-195	phase2	0	0	0	0	0	0	524	0	0	0	0	0	526	0	0	526	0	0	2
-4775230764096107727	notional-196	phase0	475	564	0	0	30	0	5104	429	716	0	356	3730	0	1260	5040	0	1	4	0
-4775230764096107727	notional-196	phase4	33	33	0	0	0	0	363	0	0	0	0	99	0	33	132	0	1	4	0
-4775230764096107727	notional-196	phase3	120	240	0	0	0	0	1320	0	0	0	0	240	0	120	480	0	1	4	0
-4775230764096107727	notional-196	phase5	48	92	0	0	4	0	486	0	0	0	0	96	0	48	192	0	1	4	0
-4775230764096107727	notional-196	phase1	363	502	0	0	50	0	5035	0	0	0	405	2520	0	768	3072	0	1	4	0
-4775230764096107727	notional-196	phase2	0	39	0	0	0	0	524	216	279	0	325	1846	0	541	2164	0	1	4	0
